id,name,category,description,active,created_at,tag_type,synonyms,pdp_group,tag_name,tag_parent_id,use_case,verified,source_uid,suggested_by,updated_at,subcategory,combo_code
8eac6064-9e7e-49f2-b679-8082b6e835c2,Double Team,Defense,Defensive action where two defenders guard one offensive player.,true,2025-05-29 03:51:44.000703+00,constraint,"[""trap"",""two on ball""]",,,,Constraint,true,,,2025-05-29 03:51:44.000703+00,,5
94b211da-d0b1-46f1-bb8d-77a38cd6d667,3v2,Session/Drill,Drill or game format involving three offensive and two defensive players.,true,2025-05-29 03:51:44.000703+00,constraint,"[""three on two"",""3 vs 2""]",,,,Setup,true,,,2025-05-29 03:51:44.000703+00,,4
980061f8-bd3b-42fe-9d07-9310d51ec3af,Show,Defense,Defensive scheme where big shows on a ball screen before recovering.,true,2025-05-29 04:03:40.398091+00,constraint,"[""show hedge"",""hard hedge""]",,,,Constraint,true,,,2025-05-29 04:03:40.398091+00,,5
994645eb-1d22-4dda-9e23-c5c57c5b0b94,Coach Points,Compete,Coach can award points for extra effort or execution.,true,2025-05-29 03:49:44.291648+00,constraint,"[""coach decides"",""bonus points""]",,,,Scoring Rule,true,,,2025-05-29 03:49:44.291648+00,,2
9bf66c8b-6179-4baa-b319-0706d336ad8d,Single Basket,Session/Drill,Only one basket is in use for this activity.,true,2025-05-29 03:48:09.748299+00,constraint,"[""solo hoop""]",,,,Setup,true,,,2025-05-29 03:48:09.748299+00,,4
9fee0a09-878d-496e-9223-8a8968b56577,Peel Switch,Defense,Defenders switch and one rotates to protect the rim after a breakdown.,true,2025-05-29 03:56:49.193221+00,constraint,"[""scramble"",""emergency switch""]",,,,Constraint,true,,,2025-05-29 03:56:49.193221+00,Help,30
a6cf2652-9be3-429f-b631-e78a5ea15d97,3v3,Session/Drill,Three on three drill or competition.,true,2025-05-29 03:48:09.748299+00,constraint,"[""three on three"",""3 vs 3""]",,,,Setup,true,,,2025-05-29 03:48:09.748299+00,,4
ad3d391b-ddcd-4719-a4a0-0c0c4ce84967,Horn Set,Session/Drill,Alignment with two players at each elbow and two corners.,true,2025-05-29 03:59:27.310198+00,constraint,"[""horns"",""elbow set""]",,,,Setup,true,,,2025-05-29 03:59:27.310198+00,,4
b97cd78f-64af-4701-9ee5-82980bd7b2bf,5v5,Session/Drill,Drill or game format involving five offensive and five defensive players.,true,2025-05-29 03:51:44.000703+00,constraint,"[""five on five"",""5 vs 5""]",,,,Setup,true,,,2025-05-29 03:51:44.000703+00,,4
bd4bd09f-5e4d-4569-8dc1-e1212406716e,Four Low,Session/Drill,Offensive setup with four players low and one high.,true,2025-05-29 04:06:27.101596+00,constraint,"[""4 low"",""low alignment""]",,,,Setup,true,,,2025-05-29 04:06:27.101596+00,,4
c0828d86-1199-4fb5-9c26-555e81e5c578,1v1,Session/Drill,Drill or game format involving one offensive and one defensive player.,true,2025-05-29 03:51:44.000703+00,constraint,"[""one on one"",""1 vs 1""]",,,,Setup,true,,,2025-05-29 03:51:44.000703+00,,4
c7607f77-04be-454d-a3a4-aef9ef76b62e,No Paint Touch,Offense,No offensive player can touch the paint before a shot.,true,2025-05-29 03:48:09.748299+00,constraint,"[""no paint"",""spacing""]",,,,Constraint,true,,,2025-05-29 03:48:09.748299+00,,10
c82cefa8-bc76-4d53-9ede-424d2ffe7bf5,First to 5,Compete,Game ends when a team reaches 5 points.,true,2025-05-29 03:48:09.748299+00,constraint,"[""first to score"",""race to""]",,,,Scoring Rule,true,,,2025-05-29 03:48:09.748299+00,,2
d070a3e4-d719-4e4c-9089-9ef00d20c377,Stack,Session/Drill,"Players aligned in a vertical stack, often on inbound plays.",true,2025-05-29 04:03:40.398091+00,constraint,"[""stack set"",""inbound stack""]",,,,Setup,true,,,2025-05-29 04:03:40.398091+00,,4
d82b7379-ae9d-4b14-a620-04e30dc12ec7,Switch,Defense,Defenders switch assignments on screens or actions.,true,2025-05-29 03:53:00.754636+00,constraint,"[""exchange"",""defensive swap""]",,,,Constraint,true,,,2025-05-29 03:53:00.754636+00,Help,30
d9077ae7-6538-45f9-9bb1-2ddfcfcdb378,Stop on Whistle,Session/Drill,Play stops immediately on coach whistle.,true,2025-05-29 03:51:44.000703+00,constraint,"[""freeze"",""coach stop""]",,,,Constraint,true,,,2025-05-29 03:51:44.000703+00,,8
dbf6888e-36a1-47af-a725-789ce13562f8,Baseline Out,Session/Drill,Play or set initiated from a baseline out-of-bounds situation.,true,2025-05-29 04:03:40.398091+00,constraint,"[""blob"",""baseline inbound""]",,,,Setup,true,,,2025-05-29 04:03:40.398091+00,,4
dc299690-0521-469e-9412-6411960e0523,No Dribble,Offense,Players cannot dribble the basketball.,true,2025-05-29 03:49:44.291648+00,constraint,"[""pass only"",""no bounce""]",,,,Constraint,true,,,2025-05-29 03:49:44.291648+00,,10
de9e910a-4d22-4af6-b56a-a15ef517f4c6,Gaggle,Session/Drill,"Multiple players clustered in a small area, usually for misdirection.",true,2025-05-29 04:03:40.398091+00,constraint,"[""cluster"",""crowd""]",,,,Setup,true,,,2025-05-29 04:03:40.398091+00,,4
e64d9042-f290-457e-94c2-4e023319a5ae,Box,Session/Drill,Alignment or setup with four players in a box shape.,true,2025-05-29 03:59:27.310198+00,constraint,"[""box set"",""four low""]",,,,Setup,true,,,2025-05-29 03:59:27.310198+00,,4
e861e857-6a91-4cea-a167-e5aaed35ae87,Ball Pressure,Defense,Defensive rule to stay within arm’s length of the ball handler.,true,2025-05-29 03:49:44.291648+00,constraint,"[""on-ball pressure"",""tight defense""]",,,,Constraint,true,,,2025-05-29 03:49:44.291648+00,On-Ball,
e95699fb-4c84-4700-9dcb-3625f7a1b813,Drop,Defense,Ball screen defense where the big drops to protect the rim.,true,2025-05-29 04:03:40.398091+00,constraint,"[""drop coverage"",""paint protector""]",,,,Constraint,true,,,2025-05-29 04:03:40.398091+00,,5
f4a7fa10-80b9-4bac-b5e1-5002ad08a8fc,Ball Screen Coverage,Defense,Defensive scheme for handling ball screens.,true,2025-05-29 03:53:00.754636+00,constraint,"[""hedge"",""switch"",""drop""]",,,,Constraint,true,,,2025-05-29 03:53:00.754636+00,,5
